Champion,1st Item,2nd Item,3rd Item,4th Item, Pick Rate, Win Rate
Quinn, Blade of the Ruined King, Stormrazor, Infinity Edge,NaN,0.0859,0.6418
Quinn, Blade of the Ruined King, Stormrazor, Phantom Dancer,NaN,0.0526,0.6585
Quinn, Sanguine Blade, Stormrazor, Phantom Dancer,NaN,0.0436,0.5294
Quinn, Blade of the Ruined King, Infinity Edge, Phantom Dancer,NaN,0.0256,0.5
Quinn, Stormrazor, Sanguine Blade, Infinity Edge,NaN,0.0167,0.7692
Quinn, Sanguine Blade, Phantom Dancer, Infinity Edge,NaN,0.0141,0.7273
Renekton, Tiamat, Black Cleaver, Sterak's Gage, Guardian Angel,0.1372,0.6011
Renekton, Tiamat, Black Cleaver, Guardian Angel, Sterak's Gage,0.1,0.5876
Renekton, Black Cleaver, Sterak's Gage, Guardian Angel,NaN,0.0482,0.5682
Renekton, Tiamat, Black Cleaver, Guardian Angel, Titanic Hydra,0.0358,0.6122
Renekton, Tiamat, Black Cleaver, Titanic Hydra, Sterak's Gage,0.0347,0.5684
Renekton, Tiamat, Black Cleaver, Titanic Hydra, Guardian Angel,0.031,0.6
Renekton, Tiamat, Black Cleaver, Ravenous Hydra, Guardian Angel,0.027,0.5811
Renekton, Tiamat, Black Cleaver, Sterak's Gage, Titanic Hydra,0.0255,0.7429
Rengar, Black Cleaver, Essence Reaver, Guardian Angel,NaN,0.1825,0.6061
Rengar, Black Cleaver, Essence Reaver, Spirit Visage,NaN,0.1134,0.5691
Rengar, Black Cleaver, Death's Dance, Spirit Visage,NaN,0.0267,0.6552
Rengar, Tiamat, Duskblade of Draktharr, Youmuu's Ghostblade, Edge of Night,0.0258,0.8214
Rengar, Black Cleaver, Essence Reaver, Zhonya's Hourglass,NaN,0.0249,0.7037
Rengar, Tiamat, Black Cleaver, Ravenous Hydra, Spirit Visage,0.0249,0.6296
Rengar, Black Cleaver, Ravenous Hydra, Spirit Visage,NaN,0.023,0.8
Rengar, Tiamat, Black Cleaver, Essence Reaver, Guardian Angel,0.0157,0.4706
Riven, Black Cleaver, Death's Dance, Guardian Angel,NaN,0.2005,0.6412
Riven, Black Cleaver, Death's Dance, Youmuu's Ghostblade,NaN,0.1757,0.604
Riven, Black Cleaver, Youmuu's Ghostblade, Death's Dance,NaN,0.092,0.6667
Riven, Black Cleaver, Death's Dance, Maw of Malmortius,NaN,0.0542,0.5652
Riven, Youmuu's Ghostblade, Black Cleaver, Death's Dance,NaN,0.0377,0.5625
Riven, Black Cleaver, Death's Dance, Sterak's Gage,NaN,0.0342,0.6552
Riven, Black Cleaver, Death's Dance, Ravenous Hydra,NaN,0.0259,0.6364
Riven, Black Cleaver, Youmuu's Ghostblade, Guardian Angel,NaN,0.0189,0.5625
Rumble, Liandry's Torment, Morellonomicon, Zhonya's Hourglass,NaN,0.1813,0.5652
Rumble, Liandry's Torment, Zhonya's Hourglass, Morellonomicon,NaN,0.1406,0.514
Rumble, Morellonomicon, Liandry's Torment, Zhonya's Hourglass,NaN,0.0972,0.5946
Rumble, Morellonomicon, Zhonya's Hourglass, Liandry's Torment,NaN,0.0565,0.6047
Rumble, Liandry's Torment, Zhonya's Hourglass, Void Staff,NaN,0.0486,0.4324
Rumble, Liandry's Torment, Zhonya's Hourglass, Rylai's Crystal Scepter,NaN,0.0486,0.5405
Rumble, Zhonya's Hourglass, Liandry's Torment, Morellonomicon,NaN,0.0342,0.6538
Rumble, Liandry's Torment, Rylai's Crystal Scepter, Zhonya's Hourglass,NaN,0.0315,0.4167
Ryze, Rod of Ages, Archangel's Staff, Morellonomicon,NaN,0.2024,0.5253
Ryze, Rod of Ages, Archangel's Staff, Zhonya's Hourglass,NaN,0.0662,0.4366
Ryze, Rod of Ages, Archangel's Staff, Righteous Glory,NaN,0.0616,0.4848
Ryze, Archangel's Staff, Rod of Ages, Morellonomicon,NaN,0.0569,0.4918
Ryze, Archangel's Staff, Morellonomicon, Zhonya's Hourglass,NaN,0.0457,0.5102
Ryze, Archangel's Staff, Righteous Glory, Morellonomicon,NaN,0.0354,0.6316
Ryze, Rod of Ages, Archangel's Staff, Rabadon's Deathcap,NaN,0.0345,0.5405
Ryze, Archangel's Staff, Morellonomicon, Rabadon's Deathcap,NaN,0.0243,0.4615
Sett, Tiamat, Trinity Force, Titanic Hydra, Sterak's Gage,0.0696,0.5678
Sett, Trinity Force, Titanic Hydra, Sterak's Gage,NaN,0.0507,0.6181
Sett, Black Cleaver, Sterak's Gage, Gargoyle Stoneplate,NaN,0.0413,0.6235
Sett, Black Cleaver, Titanic Hydra, Sterak's Gage,NaN,0.0339,0.6241
Sett, Black Cleaver, Sterak's Gage, Spirit Visage,NaN,0.0324,0.5827
Sett, Tiamat, Black Cleaver, Titanic Hydra, Sterak's Gage,0.0255,0.53
Sett, Black Cleaver, Sterak's Gage, Dead Man's Plate,NaN,0.025,0.6429
Sett, Trinity Force, Sterak's Gage, Spirit Visage,NaN,0.0237,0.5484
Shen, Sunfire Cape, Adaptive Helm, Thornmail,NaN,0.022,0.6471
Shen, Sunfire Cape, Titanic Hydra, Spirit Visage,NaN,0.022,0.4706
Shen, Sunfire Cape, Spirit Visage, Thornmail,NaN,0.0207,0.625
Shen, Sunfire Cape, Titanic Hydra, Thornmail,NaN,0.0194,0.4667
Shen, Sunfire Cape, Thornmail, Spirit Visage,NaN,0.0181,0.6429
Shen, Sunfire Cape, Thornmail, Adaptive Helm,NaN,0.0168,0.3846
Shen, Titanic Hydra, Thornmail, Adaptive Helm,NaN,0.0168,0.5385
Shen, Sunfire Cape, Titanic Hydra, Adaptive Helm,NaN,0.0168,0.4615
Singed, Liandry's Torment, Rylai's Crystal Scepter, Righteous Glory,NaN,0.1316,0.5859
Singed, Rylai's Crystal Scepter, Liandry's Torment, Righteous Glory,NaN,0.112,0.633
Singed, Liandry's Torment, Rylai's Crystal Scepter, Spirit Visage,NaN,0.0339,0.6667
Singed, Liandry's Torment, Righteous Glory, Rylai's Crystal Scepter,NaN,0.0319,0.8065
Singed, Liandry's Torment, Rylai's Crystal Scepter, Mejai's Soulstealer,NaN,0.0247,0.7917
Singed, Liandry's Torment, Rylai's Crystal Scepter, Dead Man's Plate,NaN,0.0247,0.6667
Singed, Liandry's Torment, Rylai's Crystal Scepter, Morellonomicon,NaN,0.0216,0.4286
Singed, Rylai's Crystal Scepter, Righteous Glory, Liandry's Torment,NaN,0.0206,0.55
Sion, Sunfire Cape, Adaptive Helm, Thornmail,NaN,0.0357,0.5556
Sion, Sunfire Cape, Adaptive Helm, Gargoyle Stoneplate,NaN,0.0317,0.375
Sion, Adaptive Helm, Sunfire Cape, Gargoyle Stoneplate,NaN,0.0278,0.1429
Sion, Sunfire Cape, Thornmail, Adaptive Helm,NaN,0.0198,0.4
Sion, Titanic Hydra, Edge of Night, Sterak's Gage,NaN,0.0198,0.8
Sion, Sunfire Cape, Thornmail, Frozen Heart,NaN,0.0159,0.25
Sion, Frozen Heart, Thornmail, Gargoyle Stoneplate,NaN,0.0119,0
Sion, Youmuu's Ghostblade, Duskblade of Draktharr, Lord Dominik's Regards,NaN,0.0119,0.3333
Sona, Lich Bane, Athene's Unholy Grail, Zhonya's Hourglass,NaN,0.1294,0.5455
Sona, Lich Bane, Zhonya's Hourglass, Athene's Unholy Grail,NaN,0.0941,0.8125
Sona, Lich Bane, Athene's Unholy Grail, Rabadon's Deathcap,NaN,0.0471,0.75
Sona, Lich Bane, Mejai's Soulstealer, Athene's Unholy Grail,NaN,0.0412,0.7143
Sona, Lich Bane, Athene's Unholy Grail, Mejai's Soulstealer,NaN,0.0412,0.8571
Sona, Iceborn Gauntlet, Athene's Unholy Grail, Zhonya's Hourglass,NaN,0.0353,0.8333
Sona, Athene's Unholy Grail, Mejai's Soulstealer, Lich Bane,NaN,0.0294,0.8
Sona, Lich Bane, Rapid Firecannon, Zhonya's Hourglass,NaN,0.0294,0.8
Soraka, Athene's Unholy Grail, Spirit Visage, Redemption,NaN,0.2088,0.5975
Soraka, Athene's Unholy Grail, Redemption, Spirit Visage,NaN,0.1659,0.6116
Soraka, Athene's Unholy Grail, Redemption, Ardent Censer,NaN,0.1581,0.5878
Soraka, Athene's Unholy Grail, Ardent Censer, Redemption,NaN,0.0611,0.5939
Soraka, Athene's Unholy Grail, Spirit Visage, Ardent Censer,NaN,0.0489,0.6212
Soraka, Athene's Unholy Grail, Redemption, Shurelya's Reverie,NaN,0.0455,0.6585
Soraka, Athene's Unholy Grail, Redemption, Warmog's Armor,NaN,0.0263,0.6338
Soraka, Athene's Unholy Grail, Ardent Censer, Spirit Visage,NaN,0.0204,0.6909
Sylas,Hextech Protobelt-01, Luden's Echo, Zhonya's Hourglass,NaN,0.2669,0.5509
Sylas, Luden's Echo,Hextech Protobelt-01, Zhonya's Hourglass,NaN,0.1221,0.6
Sylas,Hextech Protobelt-01, Luden's Echo, Morellonomicon,NaN,0.0638,0.5652
Sylas,Hextech Protobelt-01, Zhonya's Hourglass, Luden's Echo,NaN,0.0394,0.5775
Sylas,Hextech Protobelt-01, Zhonya's Hourglass, Morellonomicon,NaN,0.0355,0.5781
Sylas, Luden's Echo,Hextech Protobelt-01, Morellonomicon,NaN,0.0305,0.6
Sylas,Hextech Protobelt-01, Morellonomicon, Zhonya's Hourglass,NaN,0.0289,0.6154
Sylas, Luden's Echo, Zhonya's Hourglass, Morellonomicon,NaN,0.0233,0.4762
Teemo, Liandry's Torment, Nashor's Tooth, Luden's Echo,NaN,0.1498,0.6154
Teemo, Nashor's Tooth, Liandry's Torment, Luden's Echo,NaN,0.0948,0.4595
Teemo, Liandry's Torment, Nashor's Tooth, Morellonomicon,NaN,0.0896,0.7143
Teemo, Nashor's Tooth, Liandry's Torment, Morellonomicon,NaN,0.0538,0.6429
Teemo, Nashor's Tooth, Liandry's Torment, Zhonya's Hourglass,NaN,0.0397,0.6452
Teemo, Liandry's Torment, Nashor's Tooth, Zhonya's Hourglass,NaN,0.0333,0.5769
Teemo, Hextech Gunblade, Nashor's Tooth, Liandry's Torment,NaN,0.0218,0.7059
Teemo, Wit's End, Nashor's Tooth, Liandry's Torment,NaN,0.0192,0.7333
Tryndamere, Tiamat, Essence Reaver, Infinity Edge, Trinity Force,0.1321,0.6346
Tryndamere, Essence Reaver, Infinity Edge, Trinity Force,NaN,0.0699,0.4727
Tryndamere, Tiamat, Essence Reaver, Trinity Force, Infinity Edge,0.0623,0.5918
Tryndamere, Tiamat, Essence Reaver, Infinity Edge, Ravenous Hydra,0.028,0.5909
Tryndamere, Tiamat, Statikk Shiv, Essence Reaver, Trinity Force,0.0241,0.6316
Tryndamere, Tiamat, Sanguine Blade, Essence Reaver, Infinity Edge,0.0165,0.6923
Tryndamere, Sanguine Blade, Essence Reaver, Infinity Edge,NaN,0.0152,0.6667
Tryndamere, Tiamat, Phantom Dancer, Essence Reaver, Death's Dance,0.0152,0.8333
Urgot, Black Cleaver, Death's Dance, Righteous Glory,NaN,0.0604,0.625
Urgot, Black Cleaver, Death's Dance, Guardian Angel,NaN,0.0415,0.4545
Urgot, Black Cleaver, Righteous Glory, Death's Dance,NaN,0.0377,0.6
Urgot, Black Cleaver, Death's Dance, Frozen Mallet,NaN,0.034,0.5556
Urgot, Black Cleaver, Frozen Mallet, Guardian Angel,NaN,0.034,0.4444
Urgot, Black Cleaver, Death's Dance, Spirit Visage,NaN,0.034,0.5556
Urgot, Black Cleaver, Death's Dance, Maw of Malmortius,NaN,0.034,0.7778
Urgot, Black Cleaver, Righteous Glory, Adaptive Helm,NaN,0.0302,0.75
Vayne, Blade of the Ruined King, Guinsoo's Rageblade, Phantom Dancer,NaN,0.5343,0.6204
Vayne, Blade of the Ruined King, Guinsoo's Rageblade, Wit's End,NaN,0.0755,0.6296
Vayne, Blade of the Ruined King, Guinsoo's Rageblade, Rapid Firecannon,NaN,0.049,0.6
Vayne, Blade of the Ruined King, Phantom Dancer, Guinsoo's Rageblade,NaN,0.0434,0.6129
Vayne, Blade of the Ruined King, Wit's End, Guinsoo's Rageblade,NaN,0.0336,0.8333
Vayne, Blade of the Ruined King, Guinsoo's Rageblade, Infinity Edge,NaN,0.021,0.4
Vayne, Blade of the Ruined King, Phantom Dancer, Infinity Edge,NaN,0.0196,0.5
Vayne, Blade of the Ruined King, Guinsoo's Rageblade, Guardian Angel,NaN,0.0182,0.3077
Vladimir,Hextech Protobelt-01, Rabadon's Deathcap, Zhonya's Hourglass,NaN,0.1948,0.597
Vladimir,Hextech Protobelt-01, Zhonya's Hourglass, Rabadon's Deathcap,NaN,0.1134,0.5711
Vladimir,Hextech Protobelt-01, Spellbinder, Zhonya's Hourglass,NaN,0.0811,0.6426
Vladimir,Hextech Protobelt-01, Zhonya's Hourglass, Morellonomicon,NaN,0.0668,0.5658
Vladimir,Hextech Protobelt-01, Spellbinder, Rabadon's Deathcap,NaN,0.0668,0.636
Vladimir,Hextech Protobelt-01, Zhonya's Hourglass, Spellbinder,NaN,0.0627,0.5421
Vladimir,Hextech Protobelt-01, Morellonomicon, Zhonya's Hourglass,NaN,0.0595,0.5764
Vladimir,Hextech Protobelt-01, Rabadon's Deathcap, Morellonomicon,NaN,0.0322,0.6545
Volibear, Titanic Hydra, Dead Man's Plate, Wit's End,NaN,0.226,0.6312
Volibear, Titanic Hydra, Dead Man's Plate, Spirit Visage,NaN,0.1202,0.5067
Volibear, Titanic Hydra, Dead Man's Plate, Righteous Glory,NaN,0.0689,0.6744
Volibear, Titanic Hydra, Dead Man's Plate, Thornmail,NaN,0.0272,0.4706
Volibear, Titanic Hydra, Wit's End, Dead Man's Plate,NaN,0.0256,0.75
Volibear, Titanic Hydra, Righteous Glory, Spirit Visage,NaN,0.024,0.8667
Volibear, Titanic Hydra, Spirit Visage, Dead Man's Plate,NaN,0.0224,0.4286
Volibear, Titanic Hydra, Dead Man's Plate, Sterak's Gage,NaN,0.0224,0.7857
Yasuo, Statikk Shiv, Infinity Edge, Sterak's Gage,NaN,0.2066,0.5426
Yasuo, Phantom Dancer, Infinity Edge, Frozen Mallet,NaN,0.1374,0.632
Yasuo, Phantom Dancer, Infinity Edge, Bloodthirster,NaN,0.1165,0.6226
Yasuo, Phantom Dancer, Infinity Edge, Guardian Angel,NaN,0.1088,0.6566
Yasuo, Statikk Shiv, Infinity Edge, Bloodthirster,NaN,0.0473,0.6977
Yasuo, Statikk Shiv, Infinity Edge, Guardian Angel,NaN,0.0462,0.5476
Yasuo, Phantom Dancer, Infinity Edge, Sterak's Gage,NaN,0.0264,0.625
Yasuo, Statikk Shiv, Infinity Edge, Maw of Malmortius,NaN,0.0242,0.4545
Yorick, Trinity Force, Sterak's Gage, Spirit Visage,NaN,0.2235,0.5932
Yorick, Trinity Force, Sterak's Gage, Dead Man's Plate,NaN,0.0985,0.4231
Yorick, Trinity Force, Sterak's Gage, Guardian Angel,NaN,0.089,0.5957
Yorick, Trinity Force, Sterak's Gage, Randuin's Omen,NaN,0.0871,0.6522
Yorick, Trinity Force, Sterak's Gage, Thornmail,NaN,0.0511,0.7037
Yorick, Trinity Force, Sanguine Blade, Sterak's Gage,NaN,0.0398,0.381
Yorick, Trinity Force, Sterak's Gage, Adaptive Helm,NaN,0.0341,0.5
Yorick, Trinity Force, Spirit Visage, Sterak's Gage,NaN,0.0341,0.5556
Zac, Sunfire Cape, Spirit Visage, Thornmail,NaN,0.2152,0.6154
Zac, Spirit Visage, Sunfire Cape, Thornmail,NaN,0.1093,0.697
Zac, Sunfire Cape, Thornmail, Spirit Visage,NaN,0.1093,0.5455
Zac, Sunfire Cape, Spirit Visage, Warmog's Armor,NaN,0.0596,0.7222
Zac, Spirit Visage, Sunfire Cape, Warmog's Armor,NaN,0.0563,0.6471
Zac, Thornmail, Sunfire Cape, Spirit Visage,NaN,0.0331,0.5
Zac, Sunfire Cape, Spirit Visage, Gargoyle Stoneplate,NaN,0.0199,0.5
Zac, Spirit Visage, Thornmail, Sunfire Cape,NaN,0.0166,0.8
